n_flows,run,ip_acceptance,cspf_acceptance,weighted_acceptance
30,0,0.06666666666666667,0.3,0.3
30,1,0.13333333333333333,0.36666666666666664,0.4
30,2,0.13333333333333333,0.3333333333333333,0.3333333333333333
30,3,0.06666666666666667,0.3,0.36666666666666664
30,4,0.1,0.3,0.3333333333333333
30,5,0.13333333333333333,0.36666666666666664,0.36666666666666664
30,6,0.16666666666666666,0.3333333333333333,0.3333333333333333
30,7,0.1,0.26666666666666666,0.3333333333333333
30,8,0.13333333333333333,0.3333333333333333,0.3333333333333333
30,9,0.06666666666666667,0.3333333333333333,0.36666666666666664
60,0,0.03333333333333333,0.15,0.15
60,1,0.06666666666666667,0.18333333333333332,0.2
60,2,0.08333333333333333,0.18333333333333332,0.2
60,3,0.03333333333333333,0.15,0.18333333333333332
60,4,0.05,0.16666666666666666,0.16666666666666666
60,5,0.06666666666666667,0.18333333333333332,0.18333333333333332
60,6,0.08333333333333333,0.16666666666666666,0.16666666666666666
60,7,0.05,0.13333333333333333,0.16666666666666666
60,8,0.06666666666666667,0.16666666666666666,0.18333333333333332
60,9,0.03333333333333333,0.16666666666666666,0.18333333333333332
90,0,0.022222222222222223,0.1,0.1
90,1,0.044444444444444446,0.12222222222222222,0.13333333333333333
90,2,0.05555555555555555,0.13333333333333333,0.14444444444444443
90,3,0.022222222222222223,0.1,0.12222222222222222
90,4,0.03333333333333333,0.1111111111111111,0.12222222222222222
90,5,0.044444444444444446,0.12222222222222222,0.12222222222222222
90,6,0.05555555555555555,0.12222222222222222,0.12222222222222222
90,7,0.03333333333333333,0.08888888888888889,0.1111111111111111
90,8,0.044444444444444446,0.1111111111111111,0.12222222222222222
90,9,0.022222222222222223,0.1111111111111111,0.12222222222222222
