=== LOG DLA 60 FLOWS ===

===== RUN 0 =====
FLOW 0 IP: 13 -> 9 -> 6 | ACCEPTED
FLOW 15 IP: 6 -> 11 | ACCEPTED
FLOW 15 CSPF: 6 -> 11 | ACCEPTED
FLOW 15 WEIGHTED: 6 -> 11 | ACCEPTED
FLOW 16 IP: 14 -> 4 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 16 CSPF: 14 -> 4 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 16 WEIGHTED: 14 -> 5 -> 12 | ACCEPTED
FLOW 17 IP: 9 -> 13 -> 5 | ACCEPTED
FLOW 17 CSPF: 9 -> 13 -> 5 | ACCEPTED
FLOW 17 WEIGHTED: 9 -> 13 -> 5 | ACCEPTED
FLOW 18 IP: 7 -> 2 | ACCEPTED
FLOW 18 CSPF: 7 -> 2 | ACCEPTED
FLOW 18 WEIGHTED: 7 -> 2 | ACCEPTED
FLOW 19 IP: 11 -> 7 | ACCEPTED
FLOW 19 CSPF: 11 -> 7 | ACCEPTED
FLOW 19 WEIGHTED: 11 -> 7 | ACCEPTED
FLOW 20 IP: 7 -> 4 | ACCEPTED
FLOW 20 CSPF: 7 -> 4 | ACCEPTED
FLOW 20 WEIGHTED: 7 -> 4 | ACCEPTED
FLOW 21 IP: 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 21 CSPF: 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 21 WEIGHTED: 8 -> 13 | ACCEPTED
FLOW 22 IP: 14 -> 8 -> 7 | ACCEPTED
FLOW 22 CSPF: 14 -> 8 -> 7 | ACCEPTED
FLOW 22 WEIGHTED: 14 -> 8 -> 7 | ACCEPTED
FLOW 23 IP: 9 -> 6 -> 11 | ACCEPTED
FLOW 23 CSPF: 9 -> 6 -> 11 | ACCEPTED
FLOW 23 WEIGHTED: 9 -> 6 -> 11 | ACCEPTED
FLOW 24 IP: 7 -> 11 -> 6 -> 10 | ACCEPTED
FLOW 24 CSPF: 7 -> 11 -> 6 -> 10 | ACCEPTED
FLOW 24 WEIGHTED: 7 -> 6 -> 10 | ACCEPTED
FLOW 25 IP: 5 -> 13 | ACCEPTED
FLOW 25 CSPF: 5 -> 13 | ACCEPTED
FLOW 25 WEIGHTED: 5 -> 13 | ACCEPTED
FLOW 26 IP: 14 -> 13 -> 9 | ACCEPTED
FLOW 26 CSPF: 14 -> 13 -> 9 | ACCEPTED
FLOW 26 WEIGHTED: 14 -> 13 -> 9 | ACCEPTED
FLOW 27 IP: 14 -> 8 -> 7 | ACCEPTED
FLOW 27 CSPF: 14 -> 8 -> 7 | ACCEPTED
FLOW 27 WEIGHTED: 14 -> 4 -> 6 -> 7 | ACCEPTED
FLOW 28 IP: 12 -> 11 | ACCEPTED
FLOW 28 CSPF: 12 -> 11 | ACCEPTED
FLOW 28 WEIGHTED: 12 -> 11 | ACCEPTED
FLOW 29 IP: 8 -> 6 -> 10 | ACCEPTED
FLOW 29 CSPF: 8 -> 6 -> 10 | ACCEPTED
FLOW 29 WEIGHTED: 8 -> 0 -> 10 | ACCEPTED
FLOW 30 IP: 6 -> 4 | ACCEPTED
FLOW 30 CSPF: 6 -> 4 | ACCEPTED
FLOW 30 WEIGHTED: 6 -> 4 | ACCEPTED
FLOW 31 IP: 8 -> 0 -> 5 | ACCEPTED
FLOW 31 CSPF: 8 -> 0 -> 5 | ACCEPTED
FLOW 31 WEIGHTED: 8 -> 7 -> 5 | ACCEPTED
FLOW 32 IP: 1 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 32 CSPF: 1 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 32 WEIGHTED: 1 -> 6 -> 12 | ACCEPTED
FLOW 33 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 33 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 33 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 34 IP: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 34 CSPF: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 34 WEIGHTED: 1 -> 0 | ACCEPTED
FLOW 35 IP: 0 -> 5 -> 4 | ACCEPTED
FLOW 35 CSPF: 0 -> 5 -> 4 | ACCEPTED
FLOW 35 WEIGHTED: 0 -> 8 -> 4 | ACCEPTED
FLOW 36 IP: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 36 CSPF: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 36 WEIGHTED: 10 -> 13 -> 14 | ACCEPTED
FLOW 37 IP: 8 -> 6 -> 2 | ACCEPTED
FLOW 37 CSPF: 8 -> 6 -> 2 | ACCEPTED
FLOW 37 WEIGHTED: 8 -> 6 -> 2 | ACCEPTED
FLOW 38 IP: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 38 CSPF: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 38 WEIGHTED: 13 -> 8 -> 3 | ACCEPTED
FLOW 39 IP: 14 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 39 CSPF: 14 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 39 WEIGHTED: 14 -> 4 -> 6 -> 11 | ACCEPTED
FLOW 40 IP: 5 -> 0 -> 2 | ACCEPTED
FLOW 40 CSPF: 5 -> 0 -> 2 | ACCEPTED
FLOW 40 WEIGHTED: 5 -> 0 -> 2 | ACCEPTED
FLOW 41 IP: 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 41 CSPF: 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 41 WEIGHTED: 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 42 IP: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 42 CSPF: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 42 WEIGHTED: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 43 IP: 14 -> 8 -> 0 | ACCEPTED
FLOW 43 CSPF: 14 -> 8 -> 0 | ACCEPTED
FLOW 43 WEIGHTED: 14 -> 5 -> 0 | ACCEPTED
FLOW 44 IP: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 44 CSPF: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 44 WEIGHTED: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 45 IP: 2 -> 6 -> 8 | ACCEPTED
FLOW 45 CSPF: 2 -> 6 -> 8 | ACCEPTED
FLOW 45 WEIGHTED: 2 -> 6 -> 8 | ACCEPTED
FLOW 46 IP: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 46 CSPF: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 46 WEIGHTED: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 47 IP: 0 -> 5 | ACCEPTED
FLOW 47 CSPF: 0 -> 5 | ACCEPTED
FLOW 47 WEIGHTED: 0 -> 5 | ACCEPTED
FLOW 48 IP: 11 -> 6 -> 1 | ACCEPTED
FLOW 48 CSPF: 11 -> 6 -> 1 | ACCEPTED
FLOW 48 WEIGHTED: 11 -> 6 -> 1 | ACCEPTED
FLOW 49 IP: 7 -> 8 -> 0 | ACCEPTED
FLOW 49 CSPF: 7 -> 8 -> 0 | ACCEPTED
FLOW 49 WEIGHTED: 7 -> 0 | ACCEPTED
FLOW 50 IP: 8 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 50 CSPF: 8 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 50 WEIGHTED: 8 -> 6 -> 12 | ACCEPTED
FLOW 51 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 51 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 51 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 52 IP: 6 -> 9 -> 13 | ACCEPTED
FLOW 52 CSPF: 6 -> 9 -> 13 | ACCEPTED
FLOW 52 WEIGHTED: 6 -> 1 -> 13 | ACCEPTED
FLOW 53 IP: 2 -> 7 | ACCEPTED
FLOW 53 CSPF: 2 -> 7 | ACCEPTED
FLOW 53 WEIGHTED: 2 -> 7 | ACCEPTED
FLOW 54 IP: 10 -> 12 -> 5 | ACCEPTED
FLOW 54 CSPF: 10 -> 12 -> 5 | ACCEPTED
FLOW 54 WEIGHTED: 10 -> 12 -> 5 | ACCEPTED
FLOW 55 IP: 7 -> 11 -> 12 | ACCEPTED
FLOW 55 CSPF: 7 -> 11 -> 12 | ACCEPTED
FLOW 55 WEIGHTED: 7 -> 11 -> 12 | ACCEPTED
FLOW 56 IP: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 56 CSPF: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 56 WEIGHTED: 9 -> 6 -> 10 -> 12 | ACCEPTED
FLOW 57 IP: 8 -> 0 -> 5 | ACCEPTED
FLOW 57 CSPF: 8 -> 0 -> 5 | ACCEPTED
FLOW 57 WEIGHTED: 8 -> 7 -> 5 | ACCEPTED
FLOW 58 IP: 5 -> 4 | ACCEPTED
FLOW 58 CSPF: 5 -> 4 | ACCEPTED
FLOW 58 WEIGHTED: 5 -> 4 | ACCEPTED
FLOW 59 IP: 6 -> 10 | ACCEPTED
FLOW 59 CSPF: 6 -> 10 | ACCEPTED
FLOW 59 WEIGHTED: 6 -> 10 | ACCEPTED

===== RUN 3 =====
FLOW 0 IP: 3 -> 7 -> 11 -> 6 -> 9 | ACCEPTED
FLOW 0 CSPF: 3 -> 7 -> 11 -> 6 -> 9 | ACCEPTED
FLOW 0 WEIGHTED: 3 -> 7 -> 11 -> 6 -> 9 | ACCEPTED
FLOW 1 IP: 5 -> 4 -> 14 | ACCEPTED
FLOW 1 CSPF: 5 -> 4 -> 14 | ACCEPTED
FLOW 1 WEIGHTED: 5 -> 4 -> 14 | ACCEPTED
FLOW 2 IP: 10 -> 6 -> 9 | ACCEPTED
FLOW 2 CSPF: 10 -> 6 -> 9 | ACCEPTED
FLOW 2 WEIGHTED: 10 -> 6 -> 9 | ACCEPTED
FLOW 3 IP: 0 -> 8 -> 14 | ACCEPTED
FLOW 3 CSPF: 0 -> 8 -> 14 | ACCEPTED
FLOW 3 WEIGHTED: 0 -> 8 -> 14 | ACCEPTED
FLOW 4 IP: 8 -> 7 -> 3 | ACCEPTED
FLOW 4 CSPF: 8 -> 7 -> 3 | ACCEPTED
FLOW 4 WEIGHTED: 8 -> 7 -> 3 | ACCEPTED
FLOW 5 IP: 7 -> 8 | ACCEPTED
FLOW 5 CSPF: 7 -> 8 | ACCEPTED
FLOW 5 WEIGHTED: 7 -> 8 | ACCEPTED
FLOW 6 IP: 6 -> 10 | ACCEPTED
FLOW 6 CSPF: 6 -> 10 | ACCEPTED
FLOW 6 WEIGHTED: 6 -> 10 | ACCEPTED
FLOW 7 IP: 10 -> 6 -> 2 | ACCEPTED
FLOW 7 CSPF: 10 -> 6 -> 2 | ACCEPTED
FLOW 7 WEIGHTED: 10 -> 2 | ACCEPTED
FLOW 8 IP: 11 -> 7 -> 8 -> 0 | ACCEPTED
FLOW 8 CSPF: 11 -> 7 -> 8 -> 0 | ACCEPTED
FLOW 8 WEIGHTED: 11 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 9 IP: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 9 CSPF: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 9 WEIGHTED: 12 -> 10 -> 6 -> 9 | ACCEPTED
FLOW 10 IP: 12 -> 10 -> 0 | ACCEPTED
FLOW 10 CSPF: 12 -> 10 -> 0 | ACCEPTED
FLOW 10 WEIGHTED: 12 -> 10 -> 0 | ACCEPTED
FLOW 11 IP: 9 -> 6 -> 11 | ACCEPTED
FLOW 11 CSPF: 9 -> 6 -> 11 | ACCEPTED
FLOW 11 WEIGHTED: 9 -> 6 -> 11 | ACCEPTED
FLOW 12 IP: 12 -> 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 12 CSPF: 12 -> 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 12 WEIGHTED: 12 -> 5 -> 14 | ACCEPTED
FLOW 13 IP: 11 -> 12 | ACCEPTED
FLOW 13 CSPF: 11 -> 12 | ACCEPTED
FLOW 13 WEIGHTED: 11 -> 12 | ACCEPTED
FLOW 14 IP: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 14 CSPF: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 14 WEIGHTED: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 15 IP: 0 -> 2 | ACCEPTED
FLOW 15 CSPF: 0 -> 2 | ACCEPTED
FLOW 15 WEIGHTED: 0 -> 2 | ACCEPTED
FLOW 16 IP: 4 -> 6 -> 10 | ACCEPTED
FLOW 16 CSPF: 4 -> 6 -> 10 | ACCEPTED
FLOW 16 WEIGHTED: 4 -> 10 | ACCEPTED
FLOW 17 IP: 10 -> 13 | ACCEPTED
FLOW 17 CSPF: 10 -> 13 | ACCEPTED
FLOW 17 WEIGHTED: 10 -> 13 | ACCEPTED
FLOW 18 IP: 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 18 CSPF: 8 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 18 WEIGHTED: 8 -> 13 | ACCEPTED
FLOW 19 IP: 5 -> 0 -> 8 | ACCEPTED
FLOW 19 CSPF: 5 -> 0 -> 8 | ACCEPTED
FLOW 19 WEIGHTED: 5 -> 0 -> 8 | ACCEPTED
FLOW 20 IP: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 20 CSPF: 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
FLOW 20 WEIGHTED: 9 -> 6 -> 7 -> 3 | ACCEPTED
FLOW 21 IP: 14 -> 8 -> 0 | ACCEPTED
FLOW 21 CSPF: 14 -> 8 -> 0 | ACCEPTED
FLOW 21 WEIGHTED: 14 -> 8 -> 0 | ACCEPTED
FLOW 22 IP: 10 -> 6 -> 11 | ACCEPTED
FLOW 22 CSPF: 10 -> 6 -> 11 | ACCEPTED
FLOW 22 WEIGHTED: 10 -> 6 -> 11 | ACCEPTED
FLOW 23 IP: 13 -> 5 | ACCEPTED
FLOW 23 CSPF: 13 -> 5 | ACCEPTED
FLOW 23 WEIGHTED: 13 -> 5 | ACCEPTED
FLOW 24 IP: 9 -> 6 -> 1 | ACCEPTED
FLOW 24 CSPF: 9 -> 6 -> 1 | ACCEPTED
FLOW 24 WEIGHTED: 9 -> 6 -> 1 | ACCEPTED
FLOW 25 IP: 13 -> 9 | ACCEPTED
FLOW 25 CSPF: 13 -> 9 | ACCEPTED
FLOW 25 WEIGHTED: 13 -> 9 | ACCEPTED
FLOW 26 IP: 1 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 26 CSPF: 1 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 26 WEIGHTED: 1 -> 6 -> 7 | ACCEPTED
FLOW 27 IP: 5 -> 12 | ACCEPTED
FLOW 27 CSPF: 5 -> 12 | ACCEPTED
FLOW 27 WEIGHTED: 5 -> 12 | ACCEPTED
FLOW 28 IP: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 28 CSPF: 14 -> 4 -> 6 -> 2 | ACCEPTED
FLOW 28 WEIGHTED: 14 -> 13 -> 9 -> 6 -> 2 | ACCEPTED
FLOW 29 IP: 6 -> 10 -> 12 | ACCEPTED
FLOW 29 CSPF: 6 -> 10 -> 12 | ACCEPTED
FLOW 29 WEIGHTED: 6 -> 12 | ACCEPTED
FLOW 30 IP: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 30 CSPF: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 30 WEIGHTED: 1 -> 0 | ACCEPTED
FLOW 31 IP: 12 -> 10 -> 0 | ACCEPTED
FLOW 31 CSPF: 12 -> 10 -> 0 | ACCEPTED
FLOW 31 WEIGHTED: 12 -> 10 -> 0 | ACCEPTED
FLOW 32 IP: 9 -> 13 -> 5 | ACCEPTED
FLOW 32 CSPF: 9 -> 13 -> 5 | ACCEPTED
FLOW 32 WEIGHTED: 9 -> 13 -> 5 | ACCEPTED
FLOW 33 IP: 14 -> 4 | ACCEPTED
FLOW 33 CSPF: 14 -> 4 | ACCEPTED
FLOW 33 WEIGHTED: 14 -> 4 | ACCEPTED
FLOW 34 IP: 0 -> 5 -> 4 | ACCEPTED
FLOW 34 CSPF: 0 -> 5 -> 4 | ACCEPTED
FLOW 34 WEIGHTED: 0 -> 5 -> 4 | ACCEPTED
FLOW 35 IP: 1 -> 6 -> 9 | ACCEPTED
FLOW 35 CSPF: 1 -> 6 -> 9 | ACCEPTED
FLOW 35 WEIGHTED: 1 -> 6 -> 9 | ACCEPTED
FLOW 36 IP: 3 -> 7 -> 11 -> 6 | ACCEPTED
FLOW 36 CSPF: 3 -> 7 -> 11 -> 6 | ACCEPTED
FLOW 36 WEIGHTED: 3 -> 11 -> 6 | ACCEPTED
FLOW 37 IP: 4 -> 6 -> 2 | ACCEPTED
FLOW 37 CSPF: 4 -> 6 -> 2 | ACCEPTED
FLOW 37 WEIGHTED: 4 -> 6 -> 2 | ACCEPTED
FLOW 38 IP: 5 -> 0 -> 2 | ACCEPTED
FLOW 38 CSPF: 5 -> 0 -> 2 | ACCEPTED
FLOW 38 WEIGHTED: 5 -> 7 -> 2 | ACCEPTED
FLOW 39 IP: 7 -> 11 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 39 CSPF: 7 -> 11 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 39 WEIGHTED: 7 -> 8 -> 13 | ACCEPTED
FLOW 40 IP: 10 -> 13 | ACCEPTED
FLOW 40 CSPF: 10 -> 13 | ACCEPTED
FLOW 40 WEIGHTED: 10 -> 13 | ACCEPTED
FLOW 41 IP: 8 -> 6 -> 1 | ACCEPTED
FLOW 41 CSPF: 8 -> 6 -> 1 | ACCEPTED
FLOW 41 WEIGHTED: 8 -> 6 -> 1 | ACCEPTED
FLOW 42 IP: 12 -> 10 -> 6 -> 8 | ACCEPTED
FLOW 42 CSPF: 12 -> 10 -> 6 -> 8 | ACCEPTED
FLOW 42 WEIGHTED: 12 -> 10 -> 6 -> 8 | ACCEPTED
FLOW 43 IP: 10 -> 6 -> 11 | ACCEPTED
FLOW 43 CSPF: 10 -> 6 -> 11 | ACCEPTED
FLOW 43 WEIGHTED: 10 -> 6 -> 11 | ACCEPTED
FLOW 44 IP: 4 -> 6 | ACCEPTED
FLOW 44 CSPF: 4 -> 6 | ACCEPTED
FLOW 44 WEIGHTED: 4 -> 6 | ACCEPTED
FLOW 45 IP: 4 -> 6 -> 8 | ACCEPTED
FLOW 45 CSPF: 4 -> 6 -> 8 | ACCEPTED
FLOW 45 WEIGHTED: 4 -> 8 | ACCEPTED
FLOW 46 IP: 12 -> 10 -> 6 | ACCEPTED
FLOW 46 CSPF: 12 -> 10 -> 6 | ACCEPTED
FLOW 46 WEIGHTED: 12 -> 6 | ACCEPTED
FLOW 47 IP: 0 -> 8 -> 6 | ACCEPTED
FLOW 47 CSPF: 0 -> 8 -> 6 | ACCEPTED
FLOW 47 WEIGHTED: 0 -> 8 -> 6 | ACCEPTED
FLOW 48 IP: 10 -> 6 -> 2 | ACCEPTED
FLOW 48 CSPF: 10 -> 6 -> 2 | ACCEPTED
FLOW 48 WEIGHTED: 10 -> 2 | ACCEPTED
FLOW 49 IP: 10 -> 12 -> 5 | ACCEPTED
FLOW 49 CSPF: 10 -> 12 -> 5 | ACCEPTED
FLOW 49 WEIGHTED: 10 -> 12 -> 5 | ACCEPTED
FLOW 50 IP: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 50 CSPF: 10 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 50 WEIGHTED: 10 -> 13 -> 14 | ACCEPTED
FLOW 51 IP: 11 -> 6 -> 4 | ACCEPTED
FLOW 51 CSPF: 11 -> 6 -> 4 | ACCEPTED
FLOW 51 WEIGHTED: 11 -> 6 -> 4 | ACCEPTED
FLOW 52 IP: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 52 CSPF: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 52 WEIGHTED: 9 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 53 IP: 5 -> 4 | ACCEPTED
FLOW 53 CSPF: 5 -> 4 | ACCEPTED
FLOW 53 WEIGHTED: 5 -> 4 | ACCEPTED
FLOW 54 IP: 9 -> 13 -> 5 | ACCEPTED
FLOW 54 CSPF: 9 -> 13 -> 5 | ACCEPTED
FLOW 54 WEIGHTED: 9 -> 13 -> 5 | ACCEPTED
FLOW 55 IP: 2 -> 0 -> 5 | ACCEPTED
FLOW 55 CSPF: 2 -> 0 -> 5 | ACCEPTED
FLOW 55 WEIGHTED: 2 -> 0 -> 5 | ACCEPTED
FLOW 56 IP: 9 -> 6 -> 4 | ACCEPTED
FLOW 56 CSPF: 9 -> 6 -> 4 | ACCEPTED
FLOW 56 WEIGHTED: 9 -> 4 | ACCEPTED
FLOW 57 IP: 6 -> 1 | ACCEPTED
FLOW 57 CSPF: 6 -> 1 | ACCEPTED
FLOW 57 WEIGHTED: 6 -> 1 | ACCEPTED
FLOW 58 IP: 10 -> 6 -> 11 | ACCEPTED
FLOW 58 CSPF: 10 -> 6 -> 11 | ACCEPTED
FLOW 58 WEIGHTED: 10 -> 6 -> 11 | ACCEPTED
FLOW 59 IP: 8 -> 7 -> 3 | ACCEPTED
FLOW 59 CSPF: 8 -> 7 -> 3 | ACCEPTED
FLOW 59 WEIGHTED: 8 -> 3 | ACCEPTED

===== RUN 4 =====
FLOW 0 IP: 3 -> 5 -> 4 | ACCEPTED
FLOW 0 CSPF: 3 -> 5 -> 4 | ACCEPTED
FLOW 0 WEIGHTED: 3 -> 5 -> 4 | ACCEPTED
FLOW 1 IP: 6 -> 11 -> 7 | ACCEPTED
FLOW 1 CSPF: 6 -> 11 -> 7 | ACCEPTED
FLOW 1 WEIGHTED: 6 -> 11 -> 7 | ACCEPTED
FLOW 2 IP: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 2 CSPF: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 2 WEIGHTED: 1 -> 6 -> 8 -> 0 | ACCEPTED
FLOW 3 IP: 14 -> 4 | ACCEPTED
FLOW 3 CSPF: 14 -> 4 | ACCEPTED
FLOW 3 WEIGHTED: 14 -> 4 | ACCEPTED
FLOW 4 IP: 8 -> 0 -> 5 | ACCEPTED
FLOW 4 CSPF: 8 -> 0 -> 5 | ACCEPTED
FLOW 4 WEIGHTED: 8 -> 0 -> 5 | ACCEPTED
FLOW 5 IP: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 5 CSPF: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 5 WEIGHTED: 2 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 6 IP: 3 -> 7 -> 8 -> 14 | ACCEPTED
FLOW 6 CSPF: 3 -> 7 -> 8 -> 14 | ACCEPTED
FLOW 6 WEIGHTED: 3 -> 7 -> 8 -> 14 | ACCEPTED
FLOW 7 IP: 10 -> 12 | ACCEPTED
FLOW 7 CSPF: 10 -> 12 | ACCEPTED
FLOW 7 WEIGHTED: 10 -> 12 | ACCEPTED
FLOW 8 IP: 4 -> 5 -> 3 | ACCEPTED
FLOW 8 CSPF: 4 -> 5 -> 3 | ACCEPTED
FLOW 8 WEIGHTED: 4 -> 7 -> 3 | ACCEPTED
FLOW 9 IP: 4 -> 6 -> 10 | ACCEPTED
FLOW 9 CSPF: 4 -> 6 -> 10 | ACCEPTED
FLOW 9 WEIGHTED: 4 -> 6 -> 10 | ACCEPTED
FLOW 10 IP: 13 -> 9 | ACCEPTED
FLOW 10 CSPF: 13 -> 9 | ACCEPTED
FLOW 10 WEIGHTED: 13 -> 9 | ACCEPTED
FLOW 11 IP: 6 -> 8 | ACCEPTED
FLOW 11 CSPF: 6 -> 8 | ACCEPTED
FLOW 11 WEIGHTED: 6 -> 8 | ACCEPTED
FLOW 12 IP: 3 -> 7 | ACCEPTED
FLOW 12 CSPF: 3 -> 7 | ACCEPTED
FLOW 12 WEIGHTED: 3 -> 7 | ACCEPTED
FLOW 13 IP: 14 -> 13 | ACCEPTED
FLOW 13 CSPF: 14 -> 13 | ACCEPTED
FLOW 13 WEIGHTED: 14 -> 13 | ACCEPTED
FLOW 14 IP: 4 -> 5 -> 0 | ACCEPTED
FLOW 14 CSPF: 4 -> 5 -> 0 | ACCEPTED
FLOW 14 WEIGHTED: 4 -> 5 -> 0 | ACCEPTED
FLOW 15 IP: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 15 CSPF: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 15 WEIGHTED: 11 -> 6 -> 4 -> 14 | ACCEPTED
FLOW 16 IP: 12 -> 10 -> 6 -> 8 | ACCEPTED
FLOW 16 CSPF: 12 -> 10 -> 6 -> 8 | ACCEPTED
FLOW 16 WEIGHTED: 12 -> 6 -> 8 | ACCEPTED
FLOW 17 IP: 6 -> 9 | ACCEPTED
FLOW 17 CSPF: 6 -> 9 | ACCEPTED
FLOW 17 WEIGHTED: 6 -> 9 | ACCEPTED
FLOW 18 IP: 7 -> 2 | ACCEPTED
FLOW 18 CSPF: 7 -> 2 | ACCEPTED
FLOW 18 WEIGHTED: 7 -> 2 | ACCEPTED
FLOW 19 IP: 4 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 19 CSPF: 4 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 19 WEIGHTED: 4 -> 6 -> 9 -> 13 | ACCEPTED
FLOW 20 IP: 0 -> 8 -> 7 | ACCEPTED
FLOW 20 CSPF: 0 -> 8 -> 7 | ACCEPTED
FLOW 20 WEIGHTED: 0 -> 8 -> 7 | ACCEPTED
FLOW 21 IP: 8 -> 6 -> 10 | ACCEPTED
FLOW 21 CSPF: 8 -> 6 -> 10 | ACCEPTED
FLOW 21 WEIGHTED: 8 -> 6 -> 10 | ACCEPTED
FLOW 22 IP: 5 -> 0 -> 2 | ACCEPTED
FLOW 22 CSPF: 5 -> 0 -> 2 | ACCEPTED
FLOW 22 WEIGHTED: 5 -> 0 -> 2 | ACCEPTED
FLOW 23 IP: 6 -> 4 -> 14 | ACCEPTED
FLOW 23 CSPF: 6 -> 4 -> 14 | ACCEPTED
FLOW 23 WEIGHTED: 6 -> 4 -> 14 | ACCEPTED
FLOW 24 IP: 10 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 24 CSPF: 10 -> 6 -> 11 -> 7 | ACCEPTED
FLOW 24 WEIGHTED: 10 -> 6 -> 7 | ACCEPTED
FLOW 25 IP: 5 -> 0 -> 8 -> 6 | ACCEPTED
FLOW 25 CSPF: 5 -> 0 -> 8 -> 6 | ACCEPTED
FLOW 25 WEIGHTED: 5 -> 13 -> 9 -> 6 | ACCEPTED
FLOW 26 IP: 10 -> 6 -> 8 | ACCEPTED
FLOW 26 CSPF: 10 -> 6 -> 8 | ACCEPTED
FLOW 26 WEIGHTED: 10 -> 0 -> 8 | ACCEPTED
FLOW 27 IP: 5 -> 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 27 CSPF: 5 -> 0 -> 8 -> 6 -> 1 | ACCEPTED
FLOW 27 WEIGHTED: 5 -> 13 -> 1 | ACCEPTED
FLOW 28 IP: 3 -> 5 -> 4 | ACCEPTED
FLOW 28 CSPF: 3 -> 5 -> 4 | ACCEPTED
FLOW 28 WEIGHTED: 3 -> 5 -> 4 | ACCEPTED
FLOW 29 IP: 13 -> 9 -> 6 -> 11 -> 7 -> 3 | ACCEPTED
