n_flows,run,ip_acceptance,cspf_acceptance,weighted_acceptance
30,0,0.1,0.1,0.13333333333333333
30,1,0.16666666666666666,0.2,0.2
30,2,0.16666666666666666,0.16666666666666666,0.13333333333333333
30,3,0.13333333333333333,0.16666666666666666,0.13333333333333333
30,4,0.13333333333333333,0.1,0.1
30,5,0.13333333333333333,0.13333333333333333,0.13333333333333333
30,6,0.13333333333333333,0.13333333333333333,0.13333333333333333
30,7,0.13333333333333333,0.13333333333333333,0.13333333333333333
30,8,0.13333333333333333,0.16666666666666666,0.13333333333333333
30,9,0.1,0.1,0.06666666666666667
60,0,0.05,0.05,0.06666666666666667
60,1,0.08333333333333333,0.1,0.1
60,2,0.08333333333333333,0.08333333333333333,0.06666666666666667
60,3,0.06666666666666667,0.08333333333333333,0.08333333333333333
60,4,0.06666666666666667,0.05,0.05
60,5,0.06666666666666667,0.06666666666666667,0.06666666666666667
60,6,0.06666666666666667,0.06666666666666667,0.06666666666666667
60,7,0.06666666666666667,0.06666666666666667,0.06666666666666667
60,8,0.06666666666666667,0.08333333333333333,0.06666666666666667
60,9,0.05,0.05,0.03333333333333333
90,0,0.03333333333333333,0.03333333333333333,0.044444444444444446
90,1,0.05555555555555555,0.06666666666666667,0.06666666666666667
90,2,0.05555555555555555,0.06666666666666667,0.05555555555555555
90,3,0.044444444444444446,0.05555555555555555,0.05555555555555555
90,4,0.044444444444444446,0.03333333333333333,0.03333333333333333
90,5,0.044444444444444446,0.044444444444444446,0.044444444444444446
90,6,0.05555555555555555,0.044444444444444446,0.044444444444444446
90,7,0.044444444444444446,0.044444444444444446,0.044444444444444446
90,8,0.044444444444444446,0.05555555555555555,0.044444444444444446
90,9,0.03333333333333333,0.03333333333333333,0.03333333333333333
