n_flows,run_idx,seed,ip_acceptance,cspf_acceptance,weighted_acceptance,ip_avg_delay,cspf_avg_delay,weighted_avg_delay,ip_avg_util,ip_max_util,cspf_avg_util,cspf_max_util,weighted_avg_util,weighted_max_util,ip_rejected,cspf_rejected,weighted_rejected
30,0,1774924988,0.5333333333333333,0.5,0.5333333333333333,9.48433554758564,8.732725576254113,7.999980436469048,0.6044473871612238,0.9789473684210527,0.5998410609567137,0.9607843137254902,0.6436886811586675,0.9680851063829787,14,15,14
30,1,1774924989,0.5666666666666667,0.6,0.5333333333333333,9.615499234998396,7.758978929672446,7.631772431391843,0.6717474453408833,0.9787234042553191,0.5859257024097189,0.9411764705882353,0.5896428807223033,0.9680851063829787,13,12,14
30,2,1774924990,0.4666666666666667,0.6,0.6,9.36215037131296,8.74606776376203,8.74606776376203,0.6836572979574297,0.9894736842105263,0.7238695344612839,1.0,0.7238695344612839,1.0,16,12,12
30,3,1774924991,0.5,0.5333333333333333,0.5666666666666667,8.605855099874852,8.452529597139366,8.019833543803562,0.763038116160366,0.9852941176470589,0.7708974263013654,0.9789473684210527,0.7488865885916248,0.9893617021276596,15,14,13
30,4,1774924992,0.5,0.43333333333333335,0.43333333333333335,9.414044123824517,12.347442423758066,12.347442423758066,0.5989218383923155,0.9595959595959596,0.754284693785838,0.9852941176470589,0.754284693785838,0.9852941176470589,15,17,17
30,5,1774924993,0.6333333333333333,0.6333333333333333,0.6,7.411976282946286,7.893403717186197,8.414032317629047,0.6789681686115356,0.9896907216494846,0.7650723563646139,1.0,0.7129060833065554,1.0,11,11,12
30,6,1774924994,0.6,0.6333333333333333,0.5666666666666667,7.058298682211106,8.298522070869646,7.256221322123225,0.7485255142667483,0.9797979797979798,0.8369433321850609,1.0,0.7409372629854142,0.97,12,11,13
30,7,1774924995,0.5333333333333333,0.5,0.5,9.380571329529284,12.24398626662453,12.24398626662453,0.6451704301477407,0.9264705882352942,0.7899943131495032,1.0,0.7899943131495032,1.0,14,15,15
30,8,1774924996,0.5333333333333333,0.4666666666666667,0.4666666666666667,9.387756305470564,7.781821093942597,7.781821093942597,0.6352505327457912,1.0,0.5525391777791474,0.9368421052631579,0.5525391777791474,0.9368421052631579,14,16,16
30,9,1774924997,0.43333333333333335,0.43333333333333335,0.43333333333333335,9.596030910865167,9.591689982304224,11.002592624898814,0.6100721282412868,0.98989898989899,0.6410448187607978,0.98,0.7516231962165768,0.9852941176470589,17,17,17
30,10,1774924998,0.6,0.6333333333333333,0.6333333333333333,8.099889828239753,8.538092233350307,8.538092233350307,0.5909894437779294,0.9852941176470589,0.7255114187683209,0.9797979797979798,0.7255114187683209,0.9797979797979798,12,11,11
30,11,1774924999,0.5,0.5,0.5,10.06003644106644,10.612462943933277,10.974128224998289,0.7058716571710032,0.9622641509433962,0.6940923204151601,0.9622641509433962,0.6973749675384974,0.9622641509433962,15,15,15
30,12,1774925000,0.5333333333333333,0.5,0.5,10.247433164162157,10.09045513477672,10.571737746038838,0.7127752129493282,0.9852941176470589,0.7946349204116313,0.97,0.7689305320019381,1.0,14,15,15
30,13,1774925001,0.5333333333333333,0.5666666666666667,0.6,8.699717299690107,8.922731016681002,8.89297492026416,0.6669491966380655,1.0,0.8019876456936376,1.0,0.7670210594791166,1.0,14,13,12
30,14,1774925002,0.6,0.5666666666666667,0.5666666666666667,9.271329813604726,9.192691422315173,10.942876569520612,0.7351221951686432,0.96,0.687718036169566,0.9811320754716981,0.756626070763875,0.9811320754716981,12,13,13
30,15,1774925003,0.7,0.6333333333333333,0.6333333333333333,8.499681256908946,8.12505026272847,8.12505026272847,0.6693937031337955,0.9811320754716981,0.6777271106055287,0.96,0.6777271106055287,0.96,9,11,11
30,16,1774925004,0.6333333333333333,0.6333333333333333,0.6333333333333333,7.496923274104296,7.716562929269013,7.716562929269013,0.632585601796831,0.925531914893617,0.6819386205451273,0.9259259259259259,0.6819386205451273,0.9259259259259259,11,11,11
30,17,1774925005,0.6666666666666666,0.6666666666666666,0.6333333333333333,7.926843772611903,8.094039948419233,8.50543699182503,0.7060846915033663,0.9468085106382979,0.7163981671715399,0.97,0.6929106570106428,0.9468085106382979,10,10,11
30,18,1774925006,0.5,0.5666666666666667,0.5666666666666667,7.95188086680985,8.647090245184696,8.647090245184696,0.6615817180941836,1.0,0.6847795485574991,1.0,0.6847795485574991,1.0,15,13,13
30,19,1774925007,0.5333333333333333,0.4666666666666667,0.43333333333333335,8.969444684866305,8.917364557811673,9.624539424084372,0.7068604134219973,1.0,0.6434841032576596,1.0,0.7008801315030744,1.0,14,16,17
30,20,1774925008,0.6333333333333333,0.6,0.6,6.952496894042174,8.440365195092074,8.440365195092074,0.6301019004628928,0.9811320754716981,0.7483784097134104,0.98,0.7483784097134104,0.98,11,12,12
30,21,1774925009,0.5666666666666667,0.5333333333333333,0.5333333333333333,6.960555008788588,6.9735855219865766,6.9735855219865766,0.6931347129340656,0.9789473684210527,0.6786470817901974,0.9789473684210527,0.6786470817901974,0.9789473684210527,13,14,14
30,22,1774925010,0.5666666666666667,0.5666666666666667,0.6,8.33763194810367,8.417681254047285,8.262045188044889,0.6051883398912574,0.8888888888888888,0.6072961830285123,0.8888888888888888,0.6538102534515927,0.9042553191489362,13,13,12
30,23,1774925011,0.6666666666666666,0.5,0.5,9.339968235928179,8.803870978128696,8.907799038308683,0.7380163524483021,0.9893617021276596,0.5612303576501404,0.8490566037735849,0.5852856856115571,0.9411764705882353,10,15,15
