n_flows,n_runs,ip_acceptance_mean,cspf_acceptance_mean,weighted_acceptance_mean
30,30,0.6311111111111111,0.7177777777777777,0.7144444444444444
60,30,0.4361111111111111,0.5288888888888889,0.545
90,30,0.3244444444444444,0.4025925925925926,0.4185185185185185
